d13C,d15N,Pond,Status
-31.092782,3.5226004,Pinch,Native
-30.9369848,3.2289722,Pinch,Native
-30.8074,2.772405,Pinch,Native
-30.8071538,1.3798351,Pinch,Native
-30.1055,2.931521,Pinch,Native
