d13C,d15N,Pond,Status
-32.4649958,2.9029188,Swanny,Elodea
-32.0125847,2.5048094,Swanny,Elodea
-30.04718,2.331493,Swanny,Elodea
-28.9825289,2.3102582,Swanny,Elodea
-28.37487,5.1062895,Swanny,Elodea
