d13C,d15N,Pond,Status
-31.89156,3.666644,Swanny,Elodea
-31.68746,4.3118125,Swanny,Elodea
-31.68253,3.9098586,Swanny,Elodea
-30.0163,3.52611,Swanny,Elodea
-28.8242,3.224628,Swanny,Elodea
