d13C,d15N,Pond,Status
-29.0676365,1.7314585,EyakSouth,Native
-28.99331,2.880832,EyakSouth,Native
-28.97219,2.623386,EyakSouth,Native
-28.715813,2.468344,EyakSouth,Native
-28.6024805,2.1216834,EyakSouth,Native
