d13C,d15N,Pond,Status
-29.2791428,2.7407928,EyakSouth,Native
-29.1183521,2.4624765,EyakSouth,Native
-28.9722,2.131291,EyakSouth,Native
-27.9638765,1.7648269,EyakSouth,Native
-27.889964,1.4663651,EyakSouth,Native
