d13C,d15N,Pond,Status
-29.56047,3.060319,EyakSouth,Native
-28.53576,3.9985465,EyakSouth,Native
-28.01687,3.7791735,EyakSouth,Native
-27.11887,3.6450115,EyakSouth,Native
