d13C,d15N,Pond,Status
-30.263861,2.5516458,Wigeon,Elodea
-30.2555,3.069235,Wigeon,Elodea
-29.6965994,3.3739849,Wigeon,Elodea
-28.5389,3.039459,Wigeon,Elodea
-26.8762706,3.1443064,Wigeon,Elodea
