d13C,d15N,Pond,Status
-27.0170873,1.8400928,Wigeon,Elodea
-26.5716671,1.9364677,Wigeon,Elodea
-25.4471,3.007822,Wigeon,Elodea
-24.3964985,2.1949686,Wigeon,Elodea
