d13C,d15N,Pond,Status
-26.025398,0.2511992,Wigeon,Elodea
-24.85426,-0.419735,Wigeon,Elodea
-24.3526,-0.349182,Wigeon,Elodea
-23.40703,-0.476359,Wigeon,Elodea
