d13C,d15N,Pond,Status
-29.6733,1.071138,Wigeon,Elodea
-29.4381845,1.8158064,Wigeon,Elodea
-28.609379,1.3773827,Wigeon,Elodea
-27.84266,0.2558337,Wigeon,Elodea
-27.1114,1.955676,Wigeon,Elodea
