d13C,d15N,Pond,Status
-29.4728906,2.4300513,WCW,Elodea
-29.1293378,3.3631765,WCW,Elodea
-29.0164,3.778276,WCW,Elodea
-28.5556,3.054347,WCW,Elodea
-27.4345439,2.1202105,WCW,Elodea
