d13C,d15N,Pond,Status
-32.60937,1.3960222,WCW,Elodea
-29.9292,1.565977,WCW,Elodea
-28.59912,1.919942,WCW,Elodea
-26.9441,0.584015,WCW,Elodea
-26.04791,0.777752,WCW,Elodea
-27.0686,-0.55421,WCW,Elodea
