d13C,d15N,Pond,Status
-37.6622306,2.8849048,Strawberry,Native
-37.0080821,2.5894752,Strawberry,Native
-35.6167,2.629108,Strawberry,Native
-35.1962,3.315817,Strawberry,Native
-38.2414766,3.2388799,Strawberry,Native
