d13C,d15N,Pond,Status
-33.8671706,3.3757863,Strawberry,Native
-33.3338648,3.1389022,Strawberry,Native
-33.1121534,3.2127596,Strawberry,Native
-31.2034,1.567408,Strawberry,Native
